year,Infant,Children,Youth,Adult,Elderly,Sum Prediction,Total_Populations,Province,DependencyRatio
2032,10475.5674666774,382742.912491471,379157.6012432684,3064734.1686248267,1128358.4050830172,4965468.654909261,5081404.283118074,กรุงเทพมหานคร,0.4418190195040432
2033,1718.51124706243,361991.99371348566,355058.60639153456,3049514.5948361354,1159192.1034087085,4927475.809596926,5040064.557143477,กรุงเทพมหานคร,0.44731087227618027
2034,0.0,341241.0749355003,330959.61153980065,3034295.021047444,1190025.8017343995,4889482.964284591,4998724.83116888,กรุงเทพมหานคร,0.45502258932859563
2035,0.0,320490.1561575149,306860.6166880668,3019075.447258753,1220859.5000600908,4851490.118972258,4957385.105194283,กรุงเทพมหานคร,0.4634333392411994
2036,0.0,299739.2373795295,282761.62183633295,3003855.8734700615,1251693.1983857818,4813497.273659923,4916045.379219687,กรุงเทพมหานคร,0.47204532866416793
2037,0.0,278988.31860154413,258662.6269845991,2988636.29968137,1282526.896711473,4775504.428347589,4874705.65324509,กรุงเทพมหานคร,0.48086586747227444
2038,0.0,258237.39982355875,234563.63213286526,2973416.725892679,1313360.5950371642,4737511.583035255,4833365.927270493,กรุงเทพมหานคร,0.48990262391382405
2039,0.0,237486.48104557337,210464.6372811314,2958197.152103987,1344194.2933628552,4699518.737722919,4792026.2012958955,กรุงเทพมหานคร,0.4991636468451734
2040,0.0,216735.562267588,186365.64242939756,2942977.5783152957,1375027.9916885463,4661525.892410586,4750686.475321298,กรุงเทพมหานคร,0.5086573896414407
2041,0.0,195984.6434896026,162266.6475776637,2927758.0045266044,1405861.6900142375,4623533.047098251,4709346.749346701,กรุงเทพมหานคร,0.5183927359327061
2042,0.0,175233.72471161722,138167.65272592986,2912538.430737913,1436695.3883399288,4585540.201785916,4668007.023372104,กรุงเทพมหานคร,0.5283790273303957
2043,0.0,154482.8059336319,114068.65787419595,2897318.856949222,1467529.0866656199,4547547.356473583,4626667.297397507,กรุงเทพมหานคร,0.5386260933257419
2044,0.0,133731.88715564652,89969.66302246216,2882099.28316053,1498362.784991311,4509554.511161247,4585327.57142291,กรุงเทพมหานคร,0.5491442835614716
2045,0.0,112980.96837766113,65870.66817072826,2866879.7093718387,1529196.4833170022,4471561.665848913,4543987.845448313,กรุงเทพมหานคร,0.5599445026994385
2046,0.0,92230.04959967575,41771.67331899435,2851660.1355831474,1560030.1816426932,4433568.820536579,4502648.119473716,กรุงเทพมหานคร,0.5710382481311312
2047,0.0,71479.13082169037,17672.678467260557,2836440.561794456,1590863.8799683843,4395575.975224244,4461308.393499119,กรุงเทพมหานคร,0.582437650805208
2048,0.0,50728.21204370505,0.0,2821220.988005765,1621697.5782940756,4357583.129911911,4419968.667524522,กรุงเทพมหานคร,0.5928021227149481
2049,0.0,29977.293265719665,0.0,2806001.4142170735,1652531.2766197668,4319590.284599576,4378628.941549925,กรุงเทพมหานคร,0.599610734820295
2050,0.0,9226.374487734283,0.0,2790781.840428382,1683364.974945458,4281597.439287242,4337289.215575328,กรุงเทพมหานคร,0.6064936086775529
2013,43338.34200534848,180840.0,173678.36413478566,731180.260815679,94354.11932809794,1223391.086283911,1254096.4000000001,สมุทรปราการ,0.35202456223576817
2014,42528.02369228704,180768.09317500005,175057.10100137704,735892.2223597061,100368.18693105374,1234613.627159424,1256820.1879574577,สมุทรปราการ,0.3553044011319238
2015,42468.945723948025,180911.55819529557,176476.48992590513,747419.9316055553,106566.17091162695,1253843.096362331,1275812.6864675356,สมุทรปราการ,0.35712517890690326
2016,39402.10744474038,181992.74561809958,175812.37903761235,757953.3189507745,112700.5716047676,1267861.1226559945,1294661.6614183674,สมุทรปราการ,0.3577936364415077
2017,38690.30324590164,182322.39529965454,172286.8661761986,768169.7618894259,118528.37504367517,1279997.7016548559,1309193.1495858268,สมุทรปราการ,0.36103852475112586
2018,37917.75448681917,182651.31564152185,170306.91564581209,779276.8836253439,125223.33123221133,1295376.2006317084,1326481.2446766712,สมุทรปราการ,0.36415153841710657
2019,37630.07918380384,181554.90902523347,167277.97257627087,790305.1289632202,132655.71538969214,1309423.8051382205,1342538.2584568867,สมุทรปราการ,0.3674257649629372
2020,36920.38793611788,180289.15553444525,166725.44240368195,803918.3444602222,140870.31576372916,1328723.6460981965,1361139.8252263742,สมุทรปราการ,0.3689096495339741
2021,34829.20638818604,177095.69773400217,161938.3097068661,814775.6522217245,148308.74853610113,1336947.61458688,1366720.2627784065,สมุทรปราการ,0.36882205712200794
2022,31855.35792975254,173381.93807089448,158434.23750346512,822495.59268856,153346.52341679134,1339513.6496094635,1369075.1971828563,สมุทรปราการ,0.36555501563984716
2023,29564.508738987086,168928.74543394163,154461.62283141134,828138.0717401592,160142.7970599558,1341235.745804455,1370355.4362784205,สมุทรปราการ,0.36498693538598714
2024,27450.592132353522,165277.4611775288,150824.8983618256,836933.994087669,166758.69452628127,1347245.6402856582,1379371.5277813242,สมุทรปราการ,0.36394179853414443
2025,25336.675525719955,161626.17692111596,147188.1738922398,845729.9164351787,173374.5919926067,1353255.534766861,1388387.6192842277,สมุทรปราการ,0.36290752273495186
2026,23222.75891908639,157974.8926647031,143551.44942265403,854525.8387826885,179990.48945893213,1359265.429248064,1397403.7107871312,สมุทรปราการ,0.36188393956161385
2027,21108.842312452827,154323.60840829025,139914.72495306827,863321.7611301983,186606.38692525757,1365275.323729267,1406419.8022900347,สมุทรปราการ,0.36087088405191053
2028,18994.92570581926,150672.32415187743,136278.0004834825,872117.6834777081,193222.28439158303,1371285.2182104704,1415435.8937929384,สมุทรปราการ,0.3598681946195696
2029,16881.009099185696,147021.03989546458,132641.27601389674,880913.6058252179,199838.18185790846,1377295.1126916732,1424451.985295842,สมุทรปราการ,0.3588757129683448
2030,14767.092492552132,143369.75563905173,129004.55154431096,889709.5281727277,206454.0793242339,1383305.0071728763,1433468.0767987454,สมุทรปราการ,0.357893284008706
2031,12653.175885918568,139718.4713826389,125367.82707472518,898505.4505202374,213069.97679055936,1389314.9016540796,1442484.168301649,สมุทรปราการ,0.3569207557770475
2032,10539.259279285005,136067.18712622605,121731.10260513941,907301.3728677472,219685.8742568848,1395324.7961352826,1451500.2598045527,สมุทรปราการ,0.35595797935732604
2033,8425.342672651437,132415.9028698132,118094.37813555365,916097.295215257,226301.77172321023,1401334.6906164857,1460516.3513074561,สมุทรปราการ,0.35500480880504576
2034,6311.426066017873,128764.61861340037,114457.65366596787,924893.2175627667,232917.66918953566,1407344.5850976887,1469532.4428103596,สมุทรปราการ,0.35406110107350636
2035,4197.50945938431,125113.33435698753,110820.92919638212,933689.1399102765,239533.5666558611,1413354.4795788918,1478548.5343132631,สมุทรปราการ,0.3531267159422366
2036,2083.592852750742,121462.05010057468,107184.20472679634,942485.0622577863,246149.46412218656,1419364.3740600946,1487564.6258161669,สมุทรปราการ,0.3522015159475389
2037,0.0,117810.76584416184,103547.48025721057,951280.984605296,252765.361588512,1425374.2685412976,1496580.7173190704,สมุทรปราการ,0.3513141138838884
2038,0.0,114159.481587749,99910.7557876248,960076.9069528058,259381.25905483746,1431384.1630225007,1505596.8088219739,สมุทรปราการ,0.3524010267033259
2039,0.0,110508.19733133615,96274.03131803902,968872.8293003156,265997.1565211629,1437394.0575037037,1514612.9003248774,สมุทรปราการ,0.35347741027366375
2040,0.0,106856.91307492332,92637.30684845326,977668.7516478254,272613.0539874883,1443403.9519849068,1523628.991827781,สมุทรปราการ,0.35454341685736707
2041,0.0,103205.62881851046,89000.58237886749,986464.6739953351,279228.95145381376,1449413.8464661099,1532645.0833306846,สมุทรปราการ,0.3555991957951806
2042,0.0,99554.34456209763,85363.85790928171,995260.5963428449,285844.84892013925,1455423.740947313,1541661.174833588,สมุทรปราการ,0.35664489357587426
2043,0.0,95903.06030568478,81727.13343969594,1004056.5186903548,292460.7463864647,1461433.635428516,1550677.2663364918,สมุทรปราการ,0.35768065390399967
2044,0.0,92251.77604927194,78090.40897011018,1012852.4410378645,299076.6438527901,1467443.529909719,1559693.3578393953,สมุทรปราการ,0.3587066177657257
2045,0.0,88600.4917928591,74453.68450052441,1021648.3633853743,305692.54131911555,1473453.424390922,1568709.4493422988,สมุทรปราการ,0.3597229234928129
2046,0.0,84949.20753644625,70816.96003093863,1030444.2857328841,312308.438785441,1479463.3188721251,1577725.5408452023,สมุทรปราการ,0.36072970682479044
2047,0.0,81297.92328003341,67180.23556135286,1039240.2080803938,318924.3362517664,1485473.2133533282,1586741.632348106,สมุทรปราการ,0.36172710096939403
2048,0.0,77646.63902362056,63543.5110917671,1048036.1304279036,325540.23371809185,1491483.107834531,1595757.7238510095,สมุทรปราการ,0.3627152366613199
2049,0.0,73995.35476720773,59906.78662218132,1056832.0527754133,332156.1311844173,1497493.002315734,1604773.815353913,สมุทรปราการ,0.3636942422193504
2050,0.0,70344.07051079489,56270.06215259555,1065627.9751229233,338772.0286507427,1503502.8967969373,1613789.9068568167,สมุทรปราการ,0.36466424360190386
2013,35745.492158630615,154040.0,149116.73108996332,701645.0,111493.39347757024,1152040.6167261642,1173870.0,นนทบุรี,0.35412839415122016
2014,35118.56954652586,153777.98335000002,149827.48513633432,701690.6481575,117093.17139487098,1157507.8575852313,1171883.774764881,นนทบุรี,0.3593461047127327
2015,34356.54444592436,154300.7463006662,150684.99999682192,710959.2968562959,123482.71512999751,1173784.3027297058,1189618.9453813718,นนทบุรี,0.3622608621870768
2016,32557.143444440342,155212.40945910246,150748.00001726323,722051.3128767526,130398.13915351419,1190967.0049510729,1209931.7062789553,นนทบุรี,0.36453705606398906
2017,32001.390331636092,155485.99347514674,149651.00002864003,734012.2125957236,137180.5198503931,1208331.1162815394,1228390.0170585832,นนทบุรี,0.3674113610466537
2018,31545.83042256013,154991.1912049948,147352.00003254414,744454.9549061653,144756.2435279942,1223100.2200942587,1246362.7734620739,นนทบุรี,0.3714854019929882
2019,30848.988468400476,153490.75439591904,145472.99999792874,755065.2431712042,152910.02729045425,1237788.0133239068,1262921.8494557827,นนทบุรี,0.37449799907213244
2020,30314.816446407363,152344.18554105397,144882.99997328222,767806.8772663339,161415.5925837372,1256764.4718108147,1282291.7277723632,นนทบุรี,0.3769896030969847
2021,29061.19794204772,150213.90420649762,142175.0000435859,779059.5541755216,166680.33391627704,1267189.9902839297,1293036.0491683704,นนทบุรี,0.3755345850634907
2022,27116.00096171162,147237.86456278706,138480.0000280738,788496.689743427,173744.51194418344,1275075.0672401828,1304403.8383166702,นนทบุรี,0.37552009808843
2023,24823.71742786348,143875.72452579526,135533.99998994172,793855.7848401371,180957.79160530242,1279047.01838904,1310702.904627952,นนทบุรี,0.3762223765165327
2024,23186.05343033345,141067.66472877658,132661.99997878075,803170.6912315572,187801.91703422766,1287888.3264036756,1325447.3700643207,นนทบุรี,0.3761950597579729
2025,21548.389432803422,138259.60493175787,129789.99996761978,812485.5976229771,194646.0424631529,1296729.634418311,1340191.8355006892,นนทบุรี,0.37616811656170956
2026,19910.725435273394,135451.5451347392,126917.9999564588,821800.5040143972,201490.16789207817,1305570.9424329468,1354936.300937058,นนทบุรี,0.37614153931697014
2027,18273.061437743363,132643.4853377205,124045.99994529784,831115.4104058171,208334.29332100344,1314412.2504475822,1369680.7663734267,นนทบุรี,0.3761153206183315
2028,16635.397440213335,129835.42554070182,121173.99993413687,840430.316797237,215178.41874992868,1323253.5584622177,1384425.2318097954,นนทบุรี,0.3760894532588411
2029,14997.733442683306,127027.36574368314,118301.9999229759,849745.2231886571,222022.54417885392,1332094.8664768534,1399169.697246164,นนทบุรี,0.3760639302234115
2030,13360.069445153276,124219.30594666445,115429.99991181493,859060.129580077,228866.6696077792,1340936.1744914888,1413914.1626825326,นนทบุรี,0.37603874468247844
2031,11722.405447623247,121411.24614964577,112557.99990065396,868375.0359714971,235710.79503670445,1349777.4825061245,1428658.6281189013,นนทบุรี,0.37601388998590773
2032,10084.741450093217,118603.18635262708,109685.99988949299,877689.942362917,242554.9204656297,1358618.79052076,1443403.09355527,นนทบุรี,0.37598935965714114
2033,8447.07745256319,115795.1265556084,106813.99987833202,887004.848754337,249399.04589455493,1367460.0985353957,1458147.5589916387,นนทบุรี,0.37596514738757
2034,6809.413455033162,112987.0667585897,103941.99986717105,896319.755145757,256243.1713234802,1376301.4065500312,1472892.0244280072,นนทบุรี,0.37594124703112625
2035,5171.7494575031305,110179.00696157102,101069.99985601008,905634.6615371769,263087.29675240547,1385142.7145646666,1487636.489864376,นนทบุรี,0.37591765259908105
2036,3534.085459973103,107370.94716455234,98197.99984484911,914949.567928597,269931.42218133074,1393984.022579302,1502380.9553007446,นนทบุรี,0.375894358255042
2037,1896.4214624430715,104562.88736753365,95325.99983368814,924264.4743200169,276775.54761025595,1402825.3305939375,1517125.4207371133,นนทบุรี,0.37587135831013985
2038,258.7574649130438,101754.82757051496,92453.99982252717,933579.380711437,283619.6730391812,1411666.6386085732,1531869.886173482,นนทบุรี,0.37584864721839706
2039,0.0,98946.76777349628,89581.9998113662,942894.2871028569,290463.7984681065,1420507.946623209,1546614.3516098505,นนทบุรี,0.37716175294005033
2040,0.0,96138.7079764776,86709.99980020523,952209.1934942768,297307.9238970317,1429349.2546378444,1561358.8170462193,นนทบุรี,0.3787076361789638
2041,0.0,93330.6481794589,83837.99978904426,961524.0998856969,304152.04932595696,1438190.5626524799,1576103.282482588,นนทบุรี,0.3802344638561992
2042,0.0,90522.58838244021,80965.99977788329,970839.0062771168,310996.17475488223,1447031.8706671156,1590847.7479189567,นนทบุรี,0.381742586150352
2043,0.0,87714.52858542153,78093.99976672232,980153.9126685369,317840.3001838075,1455873.1786817512,1605592.2133553252,นนทบุรี,0.3832323447120807
2044,0.0,84906.46878840285,75221.99975556135,989468.8190599568,324684.42561273277,1464714.4866963867,1620336.6787916939,นนทบุรี,0.3847040729221377
2045,0.0,82098.40899138416,72349.99974440038,998783.7254513768,331528.551041658,1473555.7947110222,1635081.1442280626,นนทบุรี,0.38615809614008856
2046,0.0,79290.34919436548,69477.99973323941,1008098.6318427968,338372.67647058325,1482397.1027256579,1649825.6096644313,นนทบุรี,0.3875947319441082
2047,0.0,76482.28939734679,66605.99972207844,1017413.5382342167,345216.8018995085,1491238.4107402933,1664570.0751008,นนทบุรี,0.3890142903622251
2048,0.0,73674.22960032811,63733.99971091747,1026728.4446256368,352060.9273284337,1500079.718754929,1679314.5405371687,นนทบุรี,0.39041707409536913
2049,0.0,70866.16980330941,60861.9996997565,1036043.3510170567,358905.052757359,1508921.0267695645,1694059.0059735372,นนทบุรี,0.39180337873255755
2050,0.0,68058.11000629074,57989.99968859553,1045358.2574084767,365749.17818628426,1517762.3347842,1708803.471409906,นนทบุรี,0.3931734929585417
2013,37439.52949176424,156954.64323310112,151618.07499999998,633730.0,73386.56994853583,1053128.8176734012,1054830.2876342637,ปทุมธานี,0.34097077614075927
2014,36792.95896023401,158044.0470539408,151739.75900075107,633788.227741,77463.1818237338,1057828.1745796597,1064553.2632240376,ปทุมธานี,0.34664606791079183
2015,36584.85772948796,159940.844602877,153729.0367514476,645611.1030860448,82932.94341184647,1078798.7855817038,1087619.5807756719,ปทุมธานี,0.34961167570169316
2016,34339.93360440701,162022.52321486562,155015.26256800667,656971.3754140128,88258.14917626308,1096607.243977555,1110509.2348547874,ปทุมธานี,0.3505237557885015
2017,33644.209021382114,162789.09189592992,153834.37380528593,668202.9568642991,93816.98492170442,1112287.6165086015,1128588.6034748477,ปทุมธานี,0.35308650229131927
2018,33303.43540716221,162770.7436698585,152386.41534280023,679545.3459463425,100081.86975242889,1128087.8101185923,1146554.357029073,ปทุมธานี,0.3559859866036763
2019,32682.047172263265,162054.01450773695,151976.98985783846,690540.999401831,106498.66366567455,1143752.7146053442,1163475.5097969675,ปทุมธานี,0.35754100112494136
2020,32081.941361809913,159627.38597472617,152231.96874867493,702897.2102301681,113779.43900696705,1160617.9453223462,1180967.8518450637,ปทุมธานี,0.3572428281634643
2021,30363.570535075665,158129.98451763575,150347.20197717845,717616.6201368918,119726.29813414652,1176183.675300928,1192662.5706887473,ปทุมธานี,0.3551067974655179
2022,28298.267025291454,154576.9249896699,146610.22017168914,731714.9639102218,125261.89165682427,1186462.2677536965,1205159.371313446,ปทุมธานี,0.3508234640839461
2023,26756.615651743006,151206.0767759535,143401.32078050557,743022.9283206795,132519.32314223985,1196906.2646711213,1215443.9285921277,ปทุมธานี,0.35026344990534547
2024,25324.751862235444,148426.70297268606,140939.46555431272,754903.9768218077,138886.96029145663,1208481.8575024984,1228952.1371812993,ปทุมธานี,0.348987781053731
2025,23892.88807272788,145647.32916941866,138477.61032811986,766785.025322936,145254.59744067342,1220057.450333876,1242460.3457704708,ปทุมธานี,0.3477386586892794
2026,22461.02428322032,142867.95536615126,136015.755101927,778666.0738240642,151622.2345898902,1231633.043165253,1255968.5543596423,ปทุมธานี,0.34651526270224725
2027,21029.160493712756,140088.58156288386,133553.89987573415,790547.1223251926,157989.87173910695,1243208.6359966302,1269476.7629488136,ปทุมธานี,0.34531680641980744
2028,19597.296704205197,137309.20775961643,131092.0446495413,802428.1708263208,164357.50888832373,1254784.2288280074,1282984.9715379851,ปทุมธานี,0.3441425349191618
2029,18165.43291469763,134529.83395634903,128630.18942334843,814309.2193274491,170725.14603754051,1266359.8216593848,1296493.1801271567,ปทุมธานี,0.3429917234417567
2030,16733.56912519007,131750.46015308163,126168.33419715558,826190.2678285774,177092.7831867573,1277935.414490762,1310001.3887163282,ปทุมธานี,0.3418636759016031
2031,15301.705335682507,128971.08634981421,123706.47897096272,838071.3163297056,183460.42033597408,1289511.007322139,1323509.5973054997,ปทุมธานี,0.34075772348124933
2032,13869.841546174945,126191.71254654681,121244.62374476987,849952.364830834,189828.05748519086,1301086.6001535165,1337017.8058946712,ปทุมธานี,0.3396732233094563
2033,12437.977756667382,123412.3387432794,118782.768518577,861833.4133319622,196195.69463440764,1312662.1929848935,1350526.0144838428,ปทุมธานี,0.33860955721508096
2034,11006.113967159821,120632.964940012,116320.91329238414,873714.4618330905,202563.33178362442,1324237.7858162709,1364034.2230730143,ปทุมธานี,0.3375661305520929
2035,9574.250177652259,117853.59113674458,113859.05806619128,885595.5103342189,208930.96893284118,1335813.3786476483,1377542.4316621856,ปทุมธานี,0.33654237109103197
2036,8142.386388144696,115074.21733347717,111397.20283999843,897476.5588353471,215298.60608205796,1347388.9714790254,1391050.640251357,ปทุมธานี,0.3355377279725644
2037,6710.522598637133,112294.84353020976,108935.34761380557,909357.6073364754,221666.2432312747,1358964.5643104026,1404558.8488405286,ปทุมธานี,0.33455167071911557
2038,5278.658809129571,109515.46972694236,106473.49238761271,921238.6558376036,228033.8803804915,1370540.1571417798,1418067.0574297002,ปทุมธานี,0.3335836883008557
2039,3846.795019622008,106736.09592367495,104011.63716141986,933119.704338732,234401.51752970828,1382115.749973157,1431575.2660188717,ปทุมธานี,0.33263328825258026
2040,2414.9312301144455,103956.72212040753,101549.781935227,945000.7528398603,240769.15467892506,1393691.3428045344,1445083.4746080432,ปทุมธานี,0.33169999583828086
2041,983.0674406068829,101177.34831714013,99087.92670903415,956881.8013409885,247136.79182814184,1405266.9356359115,1458591.6831972147,ปทุมธานี,0.3307833532604281
2042,0.0,98397.97451387273,96626.07148284129,968762.8498421168,253504.42897735862,1416842.5284672887,1472099.8917863863,ปทุมธานี,0.3303041700993025
2043,0.0,95618.60071060531,94164.21625664842,980643.898343245,259872.0661265754,1428418.1212986659,1485608.1003755578,ปทุมธานี,0.33074803028400585
2044,0.0,92839.2269073379,91702.36103045556,992524.9468443734,266239.7032757922,1439993.714130043,1499116.3089647293,ปทุมธานี,0.33118417842375975
2045,0.0,90059.8531040705,89240.5058042627,1004405.9953455017,272607.34042500897,1451569.3069614205,1512624.5175539006,ปทุมธานี,0.33161281378196966
2046,0.0,87280.47930080308,86778.65057806985,1016287.0438466299,278974.97757422575,1463144.8997927976,1526132.7261430721,ปทุมธานี,0.3320341288159162
2047,0.0,84501.10549753568,84316.795351877,1028168.0923477582,285342.6147234425,1474720.4926241748,1539640.9347322437,ปทุมธานี,0.3324483094648868
2048,0.0,81721.73169426827,81854.94012568414,1040049.1408488865,291710.25187265925,1486296.085455552,1553149.1433214152,ปทุมธานี,0.3328555354237916
2049,0.0,78942.35789100087,79393.08489949128,1051930.1893500148,298077.88902187604,1497871.6782869294,1566657.3519105867,ปทุมธานี,0.3332559804031111
2050,0.0,76162.98408773345,76931.22967329843,1063811.237851143,304445.5261710928,1509447.2711183066,1580165.5604997582,ปทุมธานี,0.3336498123759659
2013,26793.861186334598,112323.0,107517.07656754443,458191.0348420187,84427.87437682356,789252.8469727213,799453.2247901859,พระนครศรีอยุธยา,0.3951591484275458
2014,27213.500102151225,112299.35940000002,107228.1191219974,461522.1908414413,87295.91488765388,795559.0843532438,801923.4556843382,พระนครศรีอยุธยา,0.39878444093399296
2015,26280.326950078328,112346.52598201498,106231.24857810164,465526.0945232746,90324.28094624594,800708.4769797155,806824.3752721604,พระนครศรีอยุธยา,0.4004340943597549
2016,24612.960645291107,112960.66352958069,105047.43322553839,468263.200464072,93537.52506598417,804421.7829304663,812136.6107988701,พระนครศรีอยุธยา,0.403116802061584
2017,23031.33001649715,111995.17115644539,103178.27258872683,471273.7145278318,96149.63580568413,805628.1240951853,814856.8906795463,พระนครศรีอยุธยา,0.4024289969628394
2018,22353.298713039352,110759.65774541986,101439.09512090907,474060.1184206071,99689.09824396651,808301.2682439418,817739.0263600898,พระนครศรีอยุธยา,0.4045219336961466
2019,22243.377229237987,108827.40946895546,100325.33488791905,476540.45835486596,103599.03184437477,811535.6117853532,820948.1419961366,พระนครศรีอยุธยา,0.406801410815848
2020,21830.058062575987,106387.2891680705,99574.41094909616,478003.5615280358,107771.69899106886,813567.0186988474,823635.625304808,พระนครศรีอยุธยา,0.40858387519454586
2021,20621.945123534097,105126.47528294708,97883.51072088796,483330.1434811956,111052.6294342907,818014.7040428554,822590.2271759012,พระนครศรีอยุธยา,0.40742513209856207
2022,18903.32015766053,103048.36439652178,96148.83350840434,486869.6388559239,113692.65614671938,818662.8130652299,822352.7807457661,พระนครศรีอยุธยา,0.40417988772343316
2023,17508.13756935192,99443.15070542318,94541.20769633072,488104.99441967765,116996.55909584489,816594.0494866283,821576.5275836478,พระนครศรีอยุธยา,0.4015264263647248
2024,16174.195949386309,96728.82458886373,93104.69477853895,490696.59208491794,120261.62989420487,816965.9372959118,821958.8392044799,พระนครศรีอยุธยา,0.39939043588814305
2025,14840.254329420699,94014.4984723043,91668.1818607472,493288.18975015817,123526.70069256486,817337.8251051952,822341.1508253121,พระนครศรีอยุธยา,0.3972628810834848
2026,13506.312709455091,91300.17235574487,90231.66894295544,495879.78741539846,126791.77149092485,817709.7129144787,822723.4624461443,พระนครศรีอยุธยา,0.395143712076707
2027,12172.371089489481,88585.84623918543,88795.15602516368,498471.3850806387,130056.84228928482,818081.6007237621,823105.7740669765,พระนครศรีอยุธยา,0.39303287938615233
2028,10838.429469523871,85871.520122626,87358.64310737193,501062.982745879,133321.91308764482,818453.4885330456,823488.0856878087,พระนครศรีอยุธยา,0.3909303339186982
2029,9504.487849558263,83157.19400606657,85922.13018958016,503654.5804111192,136586.98388600477,818825.376342329,823870.3973086409,พระนครศรีอยุธยา,0.38883602696594993
2030,8170.546229592654,80442.86788950712,84485.6172717884,506246.17807635944,139852.05468436476,819197.2641516123,824252.7089294731,พระนครศรีอยุธยา,0.38674991020048005
2031,6836.604609627044,77728.54177294769,83049.10435399665,508837.77574159973,143117.12548272475,819569.1519608959,824635.0205503053,พระนครศรีอยุธยา,0.38467193567211055
2032,5502.662989661436,75014.21565638826,81612.59143620488,511429.37340683996,146382.19628108473,819941.0397701792,825017.3321711374,พระนครศรีอยุธยา,0.3826020558042394
2033,4168.721369695826,72299.88953982882,80176.07851841312,514020.97107208025,149647.26707944472,820312.9275794628,825399.6437919696,พระนครศรีอยุธยา,0.3805402233902089
2034,2834.7797497302163,69585.56342326938,78739.56560062137,516612.5687373205,152912.3378778047,820684.8153887461,825781.9554128018,พระนครศรีอยุธยา,0.37848639158971736
2035,1500.8381297646083,66871.23730670995,77303.05268282961,519204.1664025608,156177.4086761647,821056.7031980297,826164.267033634,พระนครศรีอยุธยา,0.3764405139252721
2036,166.89650979900034,64156.91119015052,75866.53976503786,521795.764067801,159442.47947452468,821428.591007313,826546.5786544662,พระนครศรีอยุธยา,0.374402544278683
2037,0.0,61442.585073591086,74430.02684724609,524387.3617330412,162707.55027288466,821800.4788165964,826928.8902752984,พระนครศรีอยุธยา,0.3743213534227931
2038,0.0,58728.25895703165,72993.51392945433,526978.9593982815,165972.62107124465,822172.3666258799,827311.2018961306,พระนครศรีอยุธยา,0.374518648800631
2039,0.0,56013.93284047221,71557.00101166258,529570.5570635218,169237.69186960463,822544.2544351635,827693.5135169628,พระนครศรีอยุธยา,0.3747151859604216
2040,0.0,53299.60672391278,70120.48809387081,532162.154728762,172502.76266796462,822916.1422444468,828075.825137795,พระนครศรีอยุธยา,0.37491096926459877
2041,0.0,50585.28060735334,68683.97517607905,534753.7523940023,175767.8334663246,823288.0300537302,828458.1367586271,พระนครศรีอยุธยา,0.3751060030421946
2042,0.0,47870.95449079391,67247.4622582873,537345.3500592426,179032.9042646846,823659.9178630137,828840.4483794593,พระนครศรีอยุธยา,0.3753002915891588
2043,0.0,45156.628374234475,65810.94934049554,539936.9477244827,182297.97506304458,824031.805672297,829222.7600002915,พระนครศรีอยุธยา,0.37549383916867335
2044,0.0,42442.30225767504,64374.43642270378,542528.545389723,185563.04586140456,824403.6934815806,829605.0716211237,พระนครศรีอยุธยา,0.37568665001146484
2045,0.0,39727.97614111561,62937.92350491202,545120.1430549633,188828.11665976455,824775.581290864,829987.3832419558,พระนครศรีอยุธยา,0.37587872831611263
2046,0.0,37013.65002455617,61501.41058712026,547711.7407202036,192093.18745812454,825147.4691001475,830369.694862788,พระนครศรีอยุธยา,0.37607007824935385
2047,0.0,34299.32390799673,60064.89766932851,550303.3383854438,195358.25825648452,825519.3569094308,830752.0064836201,พระนครศรีอยุธยา,0.37626070394638395
2048,0.0,31584.9977914373,58628.384751536745,552894.9360506841,198623.3290548445,825891.2447187144,831134.3181044523,พระนครศรีอยุธยา,0.37645060951115533
2049,0.0,28870.67167487787,57191.87183374498,555486.5337159244,201888.3998532045,826263.1325279978,831516.6297252845,พระนครศรีอยุธยา,0.3766397990166717
2050,0.0,26156.345558318426,55755.35891595323,558078.1313811645,205153.47065156445,826635.020337281,831898.9413461167,พระนครศรีอยุธยา,0.37682827650527917
2013,8553.513461869234,37404.885147699315,37842.43340251723,162096.48049834045,35162.99274320695,281060.3052536332,283743.26693449816,อ่างทอง,0.40573087934748214
2014,8184.955153169662,37129.043638074174,37037.72390062034,161848.76742867287,36381.31958129344,280581.8097018305,283393.99823766004,อ่างทอง,0.4107635356554993
2015,7816.396845938723,36702.095438601435,36449.57037615401,161687.1474229867,37544.26253846755,280199.4726221484,283326.8004925035,อ่างทอง,0.41417237417952024
2016,7447.838538105156,36356.803095005285,35757.85015790327,161559.72751984216,38730.934986541986,279853.1542973979,282849.6878671352,อ่างทอง,0.4182880085546542
2017,7079.280229981885,36017.55651729073,35010.677057461035,161159.76908179282,39889.99616904965,279157.27905557613,281828.8959836436,อ่างทอง,0.423034328307604
2018,6710.72192052583,35365.84480588594,34056.374040764684,160221.76883934467,41342.851086614486,277697.5606931356,280244.53990434407,อ่างทอง,0.4293813837025664
2019,6342.163611674139,34731.318417416594,33171.98108728721,160092.61497107815,42617.443576139674,276955.52166359575,280216.1189011237,อ่างทอง,0.43303805928301525
2020,5973.605304395391,33592.43965346176,32539.681770874664,159490.2749516191,43893.12217813812,275489.12385848904,278729.15710034553,อ่างทอง,0.4346153514818719
