year,Infant,Children,Youth,Adult,Elderly,Sum Prediction,Total_Populations,Province,DependencyRatio
2035,1779.3311547508374,29297.907346329914,17554.613777214738,216685.32691116954,118460.19050218475,383777.36969164974,383367.977803716,แพร่,0.6383942403836209
2036,1355.809986258977,28323.284834102935,15569.379929080696,213317.0157491893,121724.91775548612,380290.40825411805,379722.19743277703,แพร่,0.6614810466440579
2037,932.2888177671175,27348.662321875956,13584.146080946659,209948.70458720904,124989.64500878748,376803.44681658625,376076.417061838,แพร่,0.6856736971335253
2038,508.767649275258,26374.039809648977,11598.912232812618,206580.3934252288,128254.37226208887,373316.48537905456,372430.636690899,แพร่,0.711053595358691
2039,85.24648078339851,25399.417297422,9613.678384678577,203212.08226324857,131519.09951539023,369829.52394152276,368784.85631996,แพร่,0.7377103355139579
2040,0.0,24424.79478519502,7628.444536544535,199843.77110126833,134783.8267686916,366342.562503991,365139.0759490209,แพร่,0.7673732170085817
2041,0.0,23450.17227296804,5643.2106884105015,196475.4599392881,138048.55402199298,362855.6010664593,361493.2955780819,แพร่,0.7990292326454133
2042,0.0,22475.54976074106,3657.9768402764603,193107.14877730783,141313.28127529434,359368.6396289275,357847.5152071429,แพร่,0.8324078289887673
2043,0.0,21500.927248514083,1672.742992142419,189738.83761532762,144578.00852859573,355881.6781913958,354201.73483620386,แพร่,0.8676535413899007
2044,0.0,20526.304736287104,0.0,186370.52645334735,147842.7357818971,352394.716753864,350555.95446526486,แพร่,0.9034102318766088
2045,0.0,19551.682224060125,0.0,183002.21529136712,151107.46303519845,348907.7553163323,346910.17409432586,แพร่,0.9325523463611819
2046,0.0,18577.05971183315,0.0,179633.90412938688,154372.19028849984,345420.7938788006,343264.3937233868,แพร่,0.9627873470687413
2047,0.0,17602.43719960617,0.0,176265.5929674066,157636.91754180123,341933.83244126884,339618.61335244775,แพร่,0.9941778868540216
2048,0.0,16627.814687379192,0.0,172897.2818054264,160901.6447951026,338446.8710037371,335972.83298150875,แพร่,1.0267915008766204
2049,0.0,15653.192175152213,0.0,169528.97064344614,164166.37204840395,334959.9095662053,332327.05261056975,แพร่,1.0607010916249426
2050,0.0,14678.569662925234,0.0,166160.6594814659,167431.0993017053,331472.94812867354,328681.2722396307,แพร่,1.0959854729328613
2013,14692.960334148707,61427.376566392486,70117.40514122124,283277.50041043246,45325.246239259126,474840.48869145405,477822.3680108139,น่าน,0.3436540290534814
2014,14277.19896250426,61057.655654488444,67916.43292733429,284841.9177172535,46726.3846276277,474819.5898892082,478230.33287641837,น่าน,0.34601941816991866
2015,13861.487022490754,60111.51955734802,65950.87068627894,286883.3674403672,48611.93815612708,475419.18286261195,478614.6496616841,น่าน,0.34742927836828946
2016,13445.727654091079,59825.47614683588,64063.774412979845,288242.9577372206,50881.15351366788,476459.0894647953,480579.35970976227,น่าน,0.3523984811668726
2017,13029.985997609148,59865.89575029617,61837.90785467603,289091.74938271765,53238.80310674402,477064.342092043,480516.6761363948,น่าน,0.3594301087221104
2018,12614.258454446748,59621.71362637515,59254.1832935671,289301.3870292925,56162.72691152745,476954.269315209,479862.6426040257,น่าน,0.3683736824903311
2019,12198.550731091573,58864.81915908785,56758.48113460076,288243.1887162616,59250.14450902204,475315.18425006384,478283.6884064158,น่าน,0.377718503378646
2020,11782.832795758346,57898.16349375981,54789.001132149846,286326.8290954208,62987.45681844349,473784.2833355323,477419.6042848576,น่าน,0.3889249379586217
2021,11367.120721713234,57200.055335504585,53029.01543546739,284815.576349684,67144.04746134514,473555.8153037143,475372.66199959116,น่าน,0.40169719101162066
