year,Province,Age Gruop,Population
2039,อำนาจเจริญ,Elderly,74004.20851547498
2040,อำนาจเจริญ,Elderly,75689.23090975267
2041,อำนาจเจริญ,Elderly,77374.25330403037
2042,อำนาจเจริญ,Elderly,79059.27569830808
2043,อำนาจเจริญ,Elderly,80744.29809258578
2044,อำนาจเจริญ,Elderly,82429.32048686348
2045,อำนาจเจริญ,Elderly,84114.34288114117
2046,อำนาจเจริญ,Elderly,85799.36527541888
2047,อำนาจเจริญ,Elderly,87484.38766969659
2048,อำนาจเจริญ,Elderly,89169.41006397428
2049,อำนาจเจริญ,Elderly,90854.43245825198
2050,อำนาจเจริญ,Elderly,92539.45485252969
2013,บึงกาฬ,Elderly,29135.967200591676
2014,บึงกาฬ,Elderly,30638.726965132515
2015,บึงกาฬ,Elderly,31940.553424162106
2016,บึงกาฬ,Elderly,33528.55994739941
2017,บึงกาฬ,Elderly,34999.62419912173
2018,บึงกาฬ,Elderly,36516.723533350356
2019,บึงกาฬ,Elderly,38217.770638883776
2020,บึงกาฬ,Elderly,39793.740444688585
2021,บึงกาฬ,Elderly,41441.61123999214
2022,บึงกาฬ,Elderly,43110.950780555904
2023,บึงกาฬ,Elderly,44837.172695259855
2024,บึงกาฬ,Elderly,46505.90892877169
2025,บึงกาฬ,Elderly,48174.64516228353
2026,บึงกาฬ,Elderly,49843.381395795375
2027,บึงกาฬ,Elderly,51512.11762930722
2028,บึงกาฬ,Elderly,53180.85386281906
2029,บึงกาฬ,Elderly,54849.590096330896
2030,บึงกาฬ,Elderly,56518.32632984274
2031,บึงกาฬ,Elderly,58187.062563354586
2032,บึงกาฬ,Elderly,59855.798796866424
2033,บึงกาฬ,Elderly,61524.53503037826
2034,บึงกาฬ,Elderly,63193.27126389011
2035,บึงกาฬ,Elderly,64862.00749740195
2036,บึงกาฬ,Elderly,66530.74373091379
2037,บึงกาฬ,Elderly,68199.47996442563
2038,บึงกาฬ,Elderly,69868.21619793747
2039,บึงกาฬ,Elderly,71536.95243144932
2040,บึงกาฬ,Elderly,73205.68866496116
2041,บึงกาฬ,Elderly,74874.424898473
2042,บึงกาฬ,Elderly,76543.16113198485
2043,บึงกาฬ,Elderly,78211.89736549667
2044,บึงกาฬ,Elderly,79880.63359900852
2045,บึงกาฬ,Elderly,81549.36983252037
2046,บึงกาฬ,Elderly,83218.1060660322
2047,บึงกาฬ,Elderly,84886.84229954405
2048,บึงกาฬ,Elderly,86555.57853305589
2049,บึงกาฬ,Elderly,88224.31476656772
2050,บึงกาฬ,Elderly,89893.05100007958
2013,หนองบัวลำภู,Elderly,36082.96128992799
2014,หนองบัวลำภู,Elderly,38656.66625582427
2015,หนองบัวลำภู,Elderly,40975.17722861516
2016,หนองบัวลำภู,Elderly,43205.90541245916
2017,หนองบัวลำภู,Elderly,45200.60542067209
2018,หนองบัวลำภู,Elderly,47408.08328553794
2019,หนองบัวลำภู,Elderly,49778.83654166296
2020,หนองบัวลำภู,Elderly,52296.90508401966
2021,หนองบัวลำภู,Elderly,54807.28590914313
2022,หนองบัวลำภู,Elderly,57582.89795204252
2023,หนองบัวลำภู,Elderly,60301.3366438878
2024,หนองบัวลำภู,Elderly,62807.123802241134
2025,หนองบัวลำภู,Elderly,65312.910960594476
2026,หนองบัวลำภู,Elderly,67818.69811894781
2027,หนองบัวลำภู,Elderly,70324.48527730115
2028,หนองบัวลำภู,Elderly,72830.2724356545
2029,หนองบัวลำภู,Elderly,75336.05959400782
2030,หนองบัวลำภู,Elderly,77841.84675236116
2031,หนองบัวลำภู,Elderly,80347.6339107145
2032,หนองบัวลำภู,Elderly,82853.42106906784
2033,หนองบัวลำภู,Elderly,85359.20822742119
2034,หนองบัวลำภู,Elderly,87864.99538577453
2035,หนองบัวลำภู,Elderly,90370.78254412785
2036,หนองบัวลำภู,Elderly,92876.5697024812
2037,หนองบัวลำภู,Elderly,95382.35686083452
2038,หนองบัวลำภู,Elderly,97888.14401918786
2039,หนองบัวลำภู,Elderly,100393.9311775412
2040,หนองบัวลำภู,Elderly,102899.71833589455
2041,หนองบัวลำภู,Elderly,105405.50549424789
2042,หนองบัวลำภู,Elderly,107911.29265260123
2043,หนองบัวลำภู,Elderly,110417.07981095457
2044,หนองบัวลำภู,Elderly,112922.8669693079
2045,หนองบัวลำภู,Elderly,115428.65412766124
2046,หนองบัวลำภู,Elderly,117934.44128601458
2047,หนองบัวลำภู,Elderly,120440.22844436791
2048,หนองบัวลำภู,Elderly,122946.01560272125
2049,หนองบัวลำภู,Elderly,125451.80276107459
2050,หนองบัวลำภู,Elderly,127957.58991942793
2013,ขอนแก่น,Elderly,166532.84593434338
2014,ขอนแก่น,Elderly,171507.65397841414
2015,ขอนแก่น,Elderly,179081.0233083634
2016,ขอนแก่น,Elderly,187246.2518706291
2017,ขอนแก่น,Elderly,194715.3372091644
2018,ขอนแก่น,Elderly,203288.0099669405
2019,ขอนแก่น,Elderly,211925.52342312143
2020,ขอนแก่น,Elderly,220604.56555661376
2021,ขอนแก่น,Elderly,229315.17195777915
2022,ขอนแก่น,Elderly,238292.51678695407
2023,ขอนแก่น,Elderly,246782.02968153573
2024,ขอนแก่น,Elderly,254876.66660968872
2025,ขอนแก่น,Elderly,262971.3035378417
2026,ขอนแก่น,Elderly,271065.9404659947
2027,ขอนแก่น,Elderly,279160.5773941477
2028,ขอนแก่น,Elderly,287255.21432230074
2029,ขอนแก่น,Elderly,295349.85125045374
2030,ขอนแก่น,Elderly,303444.4881786067
2031,ขอนแก่น,Elderly,311539.1251067597
2032,ขอนแก่น,Elderly,319633.7620349127
2033,ขอนแก่น,Elderly,327728.3989630657
2034,ขอนแก่น,Elderly,335823.0358912187
2035,ขอนแก่น,Elderly,343917.6728193717
2036,ขอนแก่น,Elderly,352012.3097475247
2037,ขอนแก่น,Elderly,360106.94667567767
2038,ขอนแก่น,Elderly,368201.58360383066
2039,ขอนแก่น,Elderly,376296.22053198365
2040,ขอนแก่น,Elderly,384390.85746013664
2041,ขอนแก่น,Elderly,392485.49438828963
2042,ขอนแก่น,Elderly,400580.1313164426
2043,ขอนแก่น,Elderly,408674.7682445956
2044,ขอนแก่น,Elderly,416769.4051727486
2045,ขอนแก่น,Elderly,424864.04210090166
2046,ขอนแก่น,Elderly,432958.67902905465
2047,ขอนแก่น,Elderly,441053.31595720764
2048,ขอนแก่น,Elderly,449147.95288536063
2049,ขอนแก่น,Elderly,457242.5898135136
2050,ขอนแก่น,Elderly,465337.2267416666
2013,อุดรธานี,Elderly,119255.85
2014,อุดรธานี,Elderly,120577.38042260034
2015,อุดรธานี,Elderly,126001.05748114691
2016,อุดรธานี,Elderly,132255.77873495524
2017,อุดรธานี,Elderly,138459.05343077495
2018,อุดรธานี,Elderly,145047.58197583424
2019,อุดรธานี,Elderly,152183.48390281945
2020,อุดรธานี,Elderly,159329.22084794013
2021,อุดรธานี,Elderly,167316.9630542404
2022,อุดรธานี,Elderly,174959.5389843004
2023,อุดรธานี,Elderly,182734.23477845456
2024,อุดรธานี,Elderly,189348.84523111934
2025,อุดรธานี,Elderly,195963.4556837841
2026,อุดรธานี,Elderly,202578.06613644888
2027,อุดรธานี,Elderly,209192.67658911366
2028,อุดรธานี,Elderly,215807.28704177844
2029,อุดรธานี,Elderly,222421.89749444323
2030,อุดรธานี,Elderly,229036.507947108
2031,อุดรธานี,Elderly,235651.11839977276
2032,อุดรธานี,Elderly,242265.72885243755
2033,อุดรธานี,Elderly,248880.33930510233
2034,อุดรธานี,Elderly,255494.9497577671
2035,อุดรธานี,Elderly,262109.56021043187
2036,อุดรธานี,Elderly,268724.17066309665
2037,อุดรธานี,Elderly,275338.78111576143
2038,อุดรธานี,Elderly,281953.3915684262
2039,อุดรธานี,Elderly,288568.002021091
2040,อุดรธานี,Elderly,295182.6124737558
2041,อุดรธานี,Elderly,301797.22292642057
2042,อุดรธานี,Elderly,308411.8333790853
2043,อุดรธานี,Elderly,315026.4438317501
2044,อุดรธานี,Elderly,321641.05428441486
2045,อุดรธานี,Elderly,328255.66473707964
2046,อุดรธานี,Elderly,334870.2751897444
2047,อุดรธานี,Elderly,341484.8856424092
2048,อุดรธานี,Elderly,348099.496095074
2049,อุดรธานี,Elderly,354714.1065477388
2050,อุดรธานี,Elderly,361328.71700040356
2013,เลย,Elderly,57873.55327455442
2014,เลย,Elderly,59461.496731542335
2015,เลย,Elderly,62172.38879783433
2016,เลย,Elderly,65105.820466382094
2017,เลย,Elderly,67964.6787513832
2018,เลย,Elderly,70910.6714199698
2019,เลย,Elderly,73910.96550660579
2020,เลย,Elderly,77032.85266795478
2021,เลย,Elderly,80594.323046311
2022,เลย,Elderly,84214.24602297888
2023,เลย,Elderly,87670.00364275704
2024,เลย,Elderly,90983.80488334852
2025,เลย,Elderly,94297.60612394002
2026,เลย,Elderly,97611.40736453151
2027,เลย,Elderly,100925.20860512299
2028,เลย,Elderly,104239.00984571448
2029,เลย,Elderly,107552.81108630597
2030,เลย,Elderly,110866.61232689745
2031,เลย,Elderly,114180.41356748893
2032,เลย,Elderly,117494.21480808042
2033,เลย,Elderly,120808.01604867191
2034,เลย,Elderly,124121.81728926339
2035,เลย,Elderly,127435.61852985488
2036,เลย,Elderly,130749.41977044637
2037,เลย,Elderly,134063.22101103785
2038,เลย,Elderly,137377.02225162933
2039,เลย,Elderly,140690.82349222084
2040,เลย,Elderly,144004.6247328123
2041,เลย,Elderly,147318.4259734038
2042,เลย,Elderly,150632.2272139953
2043,เลย,Elderly,153946.02845458678
2044,เลย,Elderly,157259.82969517825
2045,เลย,Elderly,160573.63093576976
2046,เลย,Elderly,163887.43217636124
2047,เลย,Elderly,167201.23341695272
2048,เลย,Elderly,170515.03465754422
2049,เลย,Elderly,173828.8358981357
2050,เลย,Elderly,177142.63713872718
2013,หนองคาย,Elderly,41143.32936058636
2014,หนองคาย,Elderly,42402.00172112624
2015,หนองคาย,Elderly,44313.504323117304
2016,หนองคาย,Elderly,46469.705326251154
2017,หนองคาย,Elderly,48256.47995028985
2018,หนองคาย,Elderly,50410.52971153047
2019,หนองคาย,Elderly,52820.80998380191
2020,หนองคาย,Elderly,55306.25601794678
2021,หนองคาย,Elderly,57925.0775609344
2022,หนองคาย,Elderly,60499.67974841866
2023,หนองคาย,Elderly,63351.957502795194
2024,หนองคาย,Elderly,65903.1819017578
2025,หนองคาย,Elderly,68454.40630072041
2026,หนองคาย,Elderly,71005.63069968301
2027,หนองคาย,Elderly,73556.85509864561
2028,หนองคาย,Elderly,76108.07949760821
2029,หนองคาย,Elderly,78659.30389657083
2030,หนองคาย,Elderly,81210.52829553343
2031,หนองคาย,Elderly,83761.75269449604
2032,หนองคาย,Elderly,86312.97709345864
2033,หนองคาย,Elderly,88864.20149242124
2034,หนองคาย,Elderly,91415.42589138384
2035,หนองคาย,Elderly,93966.65029034646
2036,หนองคาย,Elderly,96517.87468930907
2037,หนองคาย,Elderly,99069.09908827167
2038,หนองคาย,Elderly,101620.32348723427
2039,หนองคาย,Elderly,104171.54788619687
2040,หนองคาย,Elderly,106722.77228515947
2041,หนองคาย,Elderly,109273.99668412209
2042,หนองคาย,Elderly,111825.2210830847
2043,หนองคาย,Elderly,114376.4454820473
2044,หนองคาย,Elderly,116927.6698810099
2045,หนองคาย,Elderly,119478.8942799725
2046,หนองคาย,Elderly,122030.1186789351
2047,หนองคาย,Elderly,124581.34307789772
2048,หนองคาย,Elderly,127132.56747686033
2049,หนองคาย,Elderly,129683.79187582294
2050,หนองคาย,Elderly,132235.01627478554
2013,มหาสารคาม,Elderly,84474.41647016234
2014,มหาสารคาม,Elderly,89594.45146745222
2015,มหาสารคาม,Elderly,94085.74852706803
2016,มหาสารคาม,Elderly,98431.80126590742
2017,มหาสารคาม,Elderly,102693.11868065584
2018,มหาสารคาม,Elderly,107589.15085137654
2019,มหาสารคาม,Elderly,112280.29128861014
2020,มหาสารคาม,Elderly,116525.36446612912
2021,มหาสารคาม,Elderly,120801.51339481912
2022,มหาสารคาม,Elderly,125207.06047688567
2023,มหาสารคาม,Elderly,130238.94702286381
2024,มหาสารคาม,Elderly,134892.34007378435
2025,มหาสารคาม,Elderly,139545.73312470486
2026,มหาสารคาม,Elderly,144199.12617562537
2027,มหาสารคาม,Elderly,148852.51922654588
2028,มหาสารคาม,Elderly,153505.91227746638
2029,มหาสารคาม,Elderly,158159.30532838692
2030,มหาสารคาม,Elderly,162812.69837930743
2031,มหาสารคาม,Elderly,167466.09143022794
2032,มหาสารคาม,Elderly,172119.48448114848
2033,มหาสารคาม,Elderly,176772.877532069
2034,มหาสารคาม,Elderly,181426.2705829895
2035,มหาสารคาม,Elderly,186079.66363391
2036,มหาสารคาม,Elderly,190733.05668483052
2037,มหาสารคาม,Elderly,195386.44973575106
2038,มหาสารคาม,Elderly,200039.84278667156
2039,มหาสารคาม,Elderly,204693.23583759207
2040,มหาสารคาม,Elderly,209346.6288885126
2041,มหาสารคาม,Elderly,214000.02193943312
2042,มหาสารคาม,Elderly,218653.41499035363
2043,มหาสารคาม,Elderly,223306.80804127414
2044,มหาสารคาม,Elderly,227960.20109219465
2045,มหาสารคาม,Elderly,232613.5941431152
2046,มหาสารคาม,Elderly,237266.9871940357
2047,มหาสารคาม,Elderly,241920.3802449562
2048,มหาสารคาม,Elderly,246573.77329587674
2049,มหาสารคาม,Elderly,251227.16634679725
2050,มหาสารคาม,Elderly,255880.55939771776
2013,ร้อยเอ็ด,Elderly,117718.85837894358
2014,ร้อยเอ็ด,Elderly,123445.8313925921
2015,ร้อยเอ็ด,Elderly,129320.77693069504
2016,ร้อยเอ็ด,Elderly,135211.45391523992
2017,ร้อยเอ็ด,Elderly,140843.85632020686
2018,ร้อยเอ็ด,Elderly,146695.58231620849
2019,ร้อยเอ็ด,Elderly,152613.8691676467
2020,ร้อยเอ็ด,Elderly,158551.6375349234
2021,ร้อยเอ็ด,Elderly,164370.7611347412
2022,ร้อยเอ็ด,Elderly,170367.3747321453
2023,ร้อยเอ็ด,Elderly,176670.18058156455
2024,ร้อยเอ็ด,Elderly,182622.17741167106
2025,ร้อยเอ็ด,Elderly,188574.1742417776
2026,ร้อยเอ็ด,Elderly,194526.1710718841
2027,ร้อยเอ็ด,Elderly,200478.16790199062
2028,ร้อยเอ็ด,Elderly,206430.16473209712
2029,ร้อยเอ็ด,Elderly,212382.16156220366
2030,ร้อยเอ็ด,Elderly,218334.15839231017
2031,ร้อยเอ็ด,Elderly,224286.15522241668
2032,ร้อยเอ็ด,Elderly,230238.1520525232
2033,ร้อยเอ็ด,Elderly,236190.1488826297
2034,ร้อยเอ็ด,Elderly,242142.14571273624
2035,ร้อยเอ็ด,Elderly,248094.14254284275
2036,ร้อยเอ็ด,Elderly,254046.13937294926
2037,ร้อยเอ็ด,Elderly,259998.1362030558
2038,ร้อยเอ็ด,Elderly,265950.1330331623
2039,ร้อยเอ็ด,Elderly,271902.1298632688
2040,ร้อยเอ็ด,Elderly,277854.1266933753
2041,ร้อยเอ็ด,Elderly,283806.12352348183
2042,ร้อยเอ็ด,Elderly,289758.12035358837
2043,ร้อยเอ็ด,Elderly,295710.11718369485
2044,ร้อยเอ็ด,Elderly,301662.1140138014
2045,ร้อยเอ็ด,Elderly,307614.1108439079
2046,ร้อยเอ็ด,Elderly,313566.1076740144
2047,ร้อยเอ็ด,Elderly,319518.1045041209
2048,ร้อยเอ็ด,Elderly,325470.1013342275
2049,ร้อยเอ็ด,Elderly,331422.09816433396
2050,ร้อยเอ็ด,Elderly,337374.09499444044
2013,กาฬสินธุ์,Elderly,82090.74304023095
2014,กาฬสินธุ์,Elderly,85681.30484158767
2015,กาฬสินธุ์,Elderly,89630.19479529798
2016,กาฬสินธุ์,Elderly,93528.19927143905
2017,กาฬสินธุ์,Elderly,97276.5461502182
2018,กาฬสินธุ์,Elderly,101158.68964039539
2019,กาฬสินธุ์,Elderly,105587.83704511546
2020,กาฬสินธุ์,Elderly,109928.27403283099
2021,กาฬสินธุ์,Elderly,114717.8578450199
2022,กาฬสินธุ์,Elderly,118925.84288526185
2023,กาฬสินธุ์,Elderly,123211.91296412009
2024,กาฬสินธุ์,Elderly,127534.90633957111
2025,กาฬสินธุ์,Elderly,131857.89971502213
2026,กาฬสินธุ์,Elderly,136180.89309047314
2027,กาฬสินธุ์,Elderly,140503.88646592418
2028,กาฬสินธุ์,Elderly,144826.8798413752
2029,กาฬสินธุ์,Elderly,149149.87321682624
2030,กาฬสินธุ์,Elderly,153472.86659227725
2031,กาฬสินธุ์,Elderly,157795.85996772826
2032,กาฬสินธุ์,Elderly,162118.8533431793
2033,กาฬสินธุ์,Elderly,166441.84671863032
2034,กาฬสินธุ์,Elderly,170764.84009408136
2035,กาฬสินธุ์,Elderly,175087.83346953237
2036,กาฬสินธุ์,Elderly,179410.82684498338
2037,กาฬสินธุ์,Elderly,183733.8202204344
2038,กาฬสินธุ์,Elderly,188056.81359588544
2039,กาฬสินธุ์,Elderly,192379.80697133648
2040,กาฬสินธุ์,Elderly,196702.8003467875
2041,กาฬสินธุ์,Elderly,201025.7937222385
2042,กาฬสินธุ์,Elderly,205348.78709768952
2043,กาฬสินธุ์,Elderly,209671.78047314056
2044,กาฬสินธุ์,Elderly,213994.77384859158
2045,กาฬสินธุ์,Elderly,218317.76722404262
2046,กาฬสินธุ์,Elderly,222640.76059949363
2047,กาฬสินธุ์,Elderly,226963.75397494464
2048,กาฬสินธุ์,Elderly,231286.7473503957
2049,กาฬสินธุ์,Elderly,235609.7407258467
2050,กาฬสินธุ์,Elderly,239932.73410129774
2013,สกลนคร,Elderly,78359.54845578839
2014,สกลนคร,Elderly,82301.03319819478
2015,สกลนคร,Elderly,86598.61885681438
2016,สกลนคร,Elderly,91263.13987819981
2017,สกลนคร,Elderly,96171.60090870004
2018,สกลนคร,Elderly,100766.70635749979
2019,สกลนคร,Elderly,105765.65989262123
2020,สกลนคร,Elderly,110598.93038545063
2021,สกลนคร,Elderly,116487.62230900314
2022,สกลนคร,Elderly,122576.61740516305
2023,สกลนคร,Elderly,128216.16630271639
2024,สกลนคร,Elderly,133326.4679740717
2025,สกลนคร,Elderly,138436.76964542703
2026,สกลนคร,Elderly,143547.07131678236
2027,สกลนคร,Elderly,148657.37298813768
2028,สกลนคร,Elderly,153767.674659493
2029,สกลนคร,Elderly,158877.97633084832
2030,สกลนคร,Elderly,163988.27800220365
2031,สกลนคร,Elderly,169098.57967355897
2032,สกลนคร,Elderly,174208.8813449143
2033,สกลนคร,Elderly,179319.1830162696
2034,สกลนคร,Elderly,184429.4846876249
2035,สกลนคร,Elderly,189539.78635898023
2036,สกลนคร,Elderly,194650.08803033555
2037,สกลนคร,Elderly,199760.38970169087
2038,สกลนคร,Elderly,204870.6913730462
2039,สกลนคร,Elderly,209980.99304440152
2040,สกลนคร,Elderly,215091.29471575684
2041,สกลนคร,Elderly,220201.59638711216
2042,สกลนคร,Elderly,225311.8980584675
2043,สกลนคร,Elderly,230422.1997298228
2044,สกลนคร,Elderly,235532.50140117813
2045,สกลนคร,Elderly,240642.80307253345
2046,สกลนคร,Elderly,245753.10474388878
2047,สกลนคร,Elderly,250863.4064152441
2048,สกลนคร,Elderly,255973.70808659942
2049,สกลนคร,Elderly,261084.00975795474
2050,สกลนคร,Elderly,266194.31142931007
2013,นครพนม,Elderly,54275.782221991234
2014,นครพนม,Elderly,57113.37315120625
2015,นครพนม,Elderly,59800.3097773857
2016,นครพนม,Elderly,62575.18385145777
2017,นครพนม,Elderly,65374.193286739865
2018,นครพนม,Elderly,67925.02929295105
2019,นครพนม,Elderly,70558.27792730788
2020,นครพนม,Elderly,73083.01137017866
2021,นครพนม,Elderly,76030.27981080854
2022,นครพนม,Elderly,79079.80864340751
2023,นครพนม,Elderly,81981.13888219913
2024,นครพนม,Elderly,84802.39211385114
2025,นครพนม,Elderly,87623.64534550316
2026,นครพนม,Elderly,90444.89857715517
2027,นครพนม,Elderly,93266.15180880719
2028,นครพนม,Elderly,96087.4050404592
2029,นครพนม,Elderly,98908.65827211122
2030,นครพนม,Elderly,101729.91150376323
2031,นครพนม,Elderly,104551.16473541525
2032,นครพนม,Elderly,107372.41796706726
2033,นครพนม,Elderly,110193.67119871928
2034,นครพนม,Elderly,113014.92443037129
2035,นครพนม,Elderly,115836.17766202331
2036,นครพนม,Elderly,118657.43089367534
2037,นครพนม,Elderly,121478.68412532735
2038,นครพนม,Elderly,124299.93735697935
2039,นครพนม,Elderly,127121.19058863138
2040,นครพนม,Elderly,129942.4438202834
2041,นครพนม,Elderly,132763.69705193542
2042,นครพนม,Elderly,135584.95028358742
2043,นครพนม,Elderly,138406.20351523944
2044,นครพนม,Elderly,141227.45674689146
2045,นครพนม,Elderly,144048.70997854345
2046,นครพนม,Elderly,146869.96321019548
2047,นครพนม,Elderly,149691.2164418475
2048,นครพนม,Elderly,152512.46967349952
2049,นครพนม,Elderly,155333.72290515155
2050,นครพนม,Elderly,158154.97613680357
2013,มุกดาหาร,Elderly,25882.163547297427
2014,มุกดาหาร,Elderly,27204.79243709722
2015,มุกดาหาร,Elderly,28465.482840682867
2016,มุกดาหาร,Elderly,29761.16879583824
2017,มุกดาหาร,Elderly,31023.0898180714
2018,มุกดาหาร,Elderly,32250.230808908273
2019,มุกดาหาร,Elderly,33560.656829250096
2020,มุกดาหาร,Elderly,34839.088418868436
2021,มุกดาหาร,Elderly,36243.126158224
2022,มุกดาหาร,Elderly,37691.329065813006
2023,มุกดาหาร,Elderly,39148.86833479724
2024,มุกดาหาร,Elderly,40497.72744015031
2025,มุกดาหาร,Elderly,41846.586545503385
2026,มุกดาหาร,Elderly,43195.44565085646
2027,มุกดาหาร,Elderly,44544.30475620953
2028,มุกดาหาร,Elderly,45893.16386156261
2029,มุกดาหาร,Elderly,47242.02296691568
2030,มุกดาหาร,Elderly,48590.88207226875
2031,มุกดาหาร,Elderly,49939.74117762182
2032,มุกดาหาร,Elderly,51288.6002829749
2033,มุกดาหาร,Elderly,52637.459388327974
2034,มุกดาหาร,Elderly,53986.31849368104
2035,มุกดาหาร,Elderly,55335.17759903412
2036,มุกดาหาร,Elderly,56684.036704387196
2037,มุกดาหาร,Elderly,58032.895809740265
2038,มุกดาหาร,Elderly,59381.75491509334
2039,มุกดาหาร,Elderly,60730.61402044642
2040,มุกดาหาร,Elderly,62079.473125799486
2041,มุกดาหาร,Elderly,63428.33223115256
2042,มุกดาหาร,Elderly,64777.19133650564
2043,มุกดาหาร,Elderly,66126.05044185871
2044,มุกดาหาร,Elderly,67474.90954721178
2045,มุกดาหาร,Elderly,68823.76865256486
2046,มุกดาหาร,Elderly,70172.62775791793
2047,มุกดาหาร,Elderly,71521.48686327101
2048,มุกดาหาร,Elderly,72870.34596862408
2049,มุกดาหาร,Elderly,74219.20507397715
2050,มุกดาหาร,Elderly,75568.06417933022
2013,เชียงใหม่,Elderly,161287.80000000002
2014,เชียงใหม่,Elderly,161391.4147395664
2015,เชียงใหม่,Elderly,169512.60839621793
2016,เชียงใหม่,Elderly,178597.2452901476
2017,เชียงใหม่,Elderly,186581.01724593027
2018,เชียงใหม่,Elderly,197770.21012534125
2019,เชียงใหม่,Elderly,210983.9592673487
2020,เชียงใหม่,Elderly,224148.57072628537
2021,เชียงใหม่,Elderly,237544.51692117006
2022,เชียงใหม่,Elderly,251972.40942181338
2023,เชียงใหม่,Elderly,265535.79349966417
2024,เชียงใหม่,Elderly,278976.7093580063
2025,เชียงใหม่,Elderly,292417.62521634845
2026,เชียงใหม่,Elderly,305858.54107469064
2027,เชียงใหม่,Elderly,319299.4569330328
2028,เชียงใหม่,Elderly,332740.3727913749
2029,เชียงใหม่,Elderly,346181.2886497171
2030,เชียงใหม่,Elderly,359622.20450805925
2031,เชียงใหม่,Elderly,373063.1203664014
2032,เชียงใหม่,Elderly,386504.0362247436
2033,เชียงใหม่,Elderly,399944.9520830857
2034,เชียงใหม่,Elderly,413385.86794142786
2035,เชียงใหม่,Elderly,426826.78379977006
2036,เชียงใหม่,Elderly,440267.6996581122
2037,เชียงใหม่,Elderly,453708.61551645433
2038,เชียงใหม่,Elderly,467149.5313747965
2039,เชียงใหม่,Elderly,480590.44723313866
2040,เชียงใหม่,Elderly,494031.3630914808
2041,เชียงใหม่,Elderly,507472.278949823
2042,เชียงใหม่,Elderly,520913.1948081651
2043,เชียงใหม่,Elderly,534354.1106665073
2044,เชียงใหม่,Elderly,547795.0265248495
2045,เชียงใหม่,Elderly,561235.9423831915
2046,เชียงใหม่,Elderly,574676.8582415337
2047,เชียงใหม่,Elderly,588117.7740998759
2048,เชียงใหม่,Elderly,601558.689958218
2049,เชียงใหม่,Elderly,614999.6058165602
2050,เชียงใหม่,Elderly,628440.5216749024
2013,ลำพูน,Elderly,45160.60408104873
2014,ลำพูน,Elderly,46514.60163664415
2015,ลำพูน,Elderly,48713.216995366805
2016,ลำพูน,Elderly,50887.04426492905
2017,ลำพูน,Elderly,52950.47206094866
2018,ลำพูน,Elderly,55579.36845968538
2019,ลำพูน,Elderly,58762.99550610181
2020,ลำพูน,Elderly,62080.77573797937
2021,ลำพูน,Elderly,65546.20929478043
2022,ลำพูน,Elderly,69356.91669950736
2023,ลำพูน,Elderly,72880.0726934268
2024,ลำพูน,Elderly,76313.68936249838
2025,ลำพูน,Elderly,79747.30603156994
2026,ลำพูน,Elderly,83180.92270064152
2027,ลำพูน,Elderly,86614.5393697131
2028,ลำพูน,Elderly,90048.15603878465
2029,ลำพูน,Elderly,93481.77270785623
2030,ลำพูน,Elderly,96915.38937692781
2031,ลำพูน,Elderly,100349.00604599938
2032,ลำพูน,Elderly,103782.62271507096
2033,ลำพูน,Elderly,107216.23938414252
2034,ลำพูน,Elderly,110649.8560532141
2035,ลำพูน,Elderly,114083.47272228567
2036,ลำพูน,Elderly,117517.08939135724
2037,ลำพูน,Elderly,120950.70606042881
2038,ลำพูน,Elderly,124384.32272950039
2039,ลำพูน,Elderly,127817.93939857197
2040,ลำพูน,Elderly,131251.55606764354
2041,ลำพูน,Elderly,134685.17273671512
2042,ลำพูน,Elderly,138118.78940578667
2043,ลำพูน,Elderly,141552.40607485827
2044,ลำพูน,Elderly,144986.02274392982
2045,ลำพูน,Elderly,148419.6394130014
2046,ลำพูน,Elderly,151853.25608207297
2047,ลำพูน,Elderly,155286.87275114455
2048,ลำพูน,Elderly,158720.48942021612
2049,ลำพูน,Elderly,162154.10608928767
2050,ลำพูน,Elderly,165587.72275835928
2013,ลำปาง,Elderly,86375.6275576508
2014,ลำปาง,Elderly,89628.47672693388
2015,ลำปาง,Elderly,92400.00888486064
2016,ลำปาง,Elderly,96849.97575386631
2017,ลำปาง,Elderly,99211.02788733404
2018,ลำปาง,Elderly,104847.95336558693
2019,ลำปาง,Elderly,109809.00052943605
2020,ลำปาง,Elderly,115664.98329569158
2021,ลำปาง,Elderly,121846.99001808862
2022,ลำปาง,Elderly,128093.99527288972
2023,ลำปาง,Elderly,132945.0201595807
2024,ลำปาง,Elderly,138362.03580369373
2025,ลำปาง,Elderly,143779.05144780673
2026,ลำปาง,Elderly,149196.06709191977
2027,ลำปาง,Elderly,154613.08273603278
2028,ลำปาง,Elderly,160030.09838014582
2029,ลำปาง,Elderly,165447.11402425883
2030,ลำปาง,Elderly,170864.12966837187
2031,ลำปาง,Elderly,176281.14531248488
2032,ลำปาง,Elderly,181698.1609565979
2033,ลำปาง,Elderly,187115.17660071093
2034,ลำปาง,Elderly,192532.19224482393
2035,ลำปาง,Elderly,197949.20788893697
2036,ลำปาง,Elderly,203366.22353304998
2037,ลำปาง,Elderly,208783.239177163
2038,ลำปาง,Elderly,214200.25482127603
2039,ลำปาง,Elderly,219617.27046538907
2040,ลำปาง,Elderly,225034.28610950208
2041,ลำปาง,Elderly,230451.3017536151
