year,Province,Age Gruop,Population
2042,ลำปาง,Elderly,235868.31739772813
2043,ลำปาง,Elderly,241285.33304184114
2044,ลำปาง,Elderly,246702.34868595417
2045,ลำปาง,Elderly,252119.36433006718
2046,ลำปาง,Elderly,257536.3799741802
2047,ลำปาง,Elderly,262953.3956182932
2048,ลำปาง,Elderly,268370.41126240627
2049,ลำปาง,Elderly,273787.4269065193
2050,ลำปาง,Elderly,279204.4425506323
2013,อุตรดิตถ์,Elderly,51914.87690528919
2014,อุตรดิตถ์,Elderly,53961.80938861975
2015,อุตรดิตถ์,Elderly,55961.5905357938
2016,อุตรดิตถ์,Elderly,58093.663274657636
2017,อุตรดิตถ์,Elderly,60081.35314489363
2018,อุตรดิตถ์,Elderly,62518.965362124094
2019,อุตรดิตถ์,Elderly,65031.39002486494
2020,อุตรดิตถ์,Elderly,67533.83090835977
2021,อุตรดิตถ์,Elderly,69892.81840595866
2022,อุตรดิตถ์,Elderly,72349.45481292244
2023,อุตรดิตถ์,Elderly,74668.6561252551
2024,อุตรดิตถ์,Elderly,76968.52544497952
2025,อุตรดิตถ์,Elderly,79268.39476470392
2026,อุตรดิตถ์,Elderly,81568.26408442833
2027,อุตรดิตถ์,Elderly,83868.13340415274
2028,อุตรดิตถ์,Elderly,86168.00272387716
2029,อุตรดิตถ์,Elderly,88467.87204360157
2030,อุตรดิตถ์,Elderly,90767.74136332597
2031,อุตรดิตถ์,Elderly,93067.61068305038
2032,อุตรดิตถ์,Elderly,95367.4800027748
2033,อุตรดิตถ์,Elderly,97667.34932249921
2034,อุตรดิตถ์,Elderly,99967.21864222363
2035,อุตรดิตถ์,Elderly,102267.08796194804
2036,อุตรดิตถ์,Elderly,104566.95728167245
2037,อุตรดิตถ์,Elderly,106866.82660139685
2038,อุตรดิตถ์,Elderly,109166.69592112127
2039,อุตรดิตถ์,Elderly,111466.56524084568
2040,อุตรดิตถ์,Elderly,113766.43456057008
2041,อุตรดิตถ์,Elderly,116066.3038802945
2042,อุตรดิตถ์,Elderly,118366.17320001891
2043,อุตรดิตถ์,Elderly,120666.04251974332
2044,อุตรดิตถ์,Elderly,122965.91183946774
2045,อุตรดิตถ์,Elderly,125265.78115919215
2046,อุตรดิตถ์,Elderly,127565.65047891656
2047,อุตรดิตถ์,Elderly,129865.51979864098
2048,อุตรดิตถ์,Elderly,132165.38911836536
2049,อุตรดิตถ์,Elderly,134465.2584380898
2050,อุตรดิตถ์,Elderly,136765.1277578142
2013,แพร่,Elderly,51114.70207273413
2014,แพร่,Elderly,52338.06433206158
2015,แพร่,Elderly,54727.02870247603
2016,แพร่,Elderly,57358.22409408139
2017,แพร่,Elderly,59506.84312253263
2018,แพร่,Elderly,62476.13660536298
2019,แพร่,Elderly,65758.82851717829
2020,แพร่,Elderly,68626.99548299586
2021,แพร่,Elderly,72508.05270308483
2022,แพร่,Elderly,76365.33574589413
2023,แพร่,Elderly,79283.4634625683
2024,แพร่,Elderly,82548.19071586967
2025,แพร่,Elderly,85812.91796917103
2026,แพร่,Elderly,89077.6452224724
2027,แพร่,Elderly,92342.37247577378
2028,แพร่,Elderly,95607.09972907515
2029,แพร่,Elderly,98871.82698237651
2030,แพร่,Elderly,102136.55423567789
2031,แพร่,Elderly,105401.28148897926
2032,แพร่,Elderly,108666.00874228064
2033,แพร่,Elderly,111930.73599558201
2034,แพร่,Elderly,115195.46324888337
2035,แพร่,Elderly,118460.19050218475
2036,แพร่,Elderly,121724.91775548612
2037,แพร่,Elderly,124989.64500878748
2038,แพร่,Elderly,128254.37226208887
2039,แพร่,Elderly,131519.09951539023
2040,แพร่,Elderly,134783.8267686916
2041,แพร่,Elderly,138048.55402199298
2042,แพร่,Elderly,141313.28127529434
2043,แพร่,Elderly,144578.00852859573
2044,แพร่,Elderly,147842.7357818971
2045,แพร่,Elderly,151107.46303519845
2046,แพร่,Elderly,154372.19028849984
2047,แพร่,Elderly,157636.91754180123
2048,แพร่,Elderly,160901.6447951026
2049,แพร่,Elderly,164166.37204840395
2050,แพร่,Elderly,167431.0993017053
2013,น่าน,Elderly,45325.246239259126
2014,น่าน,Elderly,46726.3846276277
2015,น่าน,Elderly,48611.93815612708
2016,น่าน,Elderly,50881.15351366788
2017,น่าน,Elderly,53238.80310674402
2018,น่าน,Elderly,56162.72691152745
2019,น่าน,Elderly,59250.14450902204
2020,น่าน,Elderly,62987.45681844349
2021,น่าน,Elderly,67144.04746134514
2022,น่าน,Elderly,71359.72503054726
2023,น่าน,Elderly,74935.81367266546
2024,น่าน,Elderly,78695.27929337414
2025,น่าน,Elderly,82454.74491408281
2026,น่าน,Elderly,86214.21053479149
2027,น่าน,Elderly,89973.67615550016
2028,น่าน,Elderly,93733.14177620882
2029,น่าน,Elderly,97492.6073969175
2030,น่าน,Elderly,101252.07301762617
2031,น่าน,Elderly,105011.53863833484
2032,น่าน,Elderly,108771.00425904352
2033,น่าน,Elderly,112530.4698797522
2034,น่าน,Elderly,116289.93550046087
2035,น่าน,Elderly,120049.40112116953
2036,น่าน,Elderly,123808.86674187821
2037,น่าน,Elderly,127568.33236258688
2038,น่าน,Elderly,131327.79798329555
2039,น่าน,Elderly,135087.26360400423
2040,น่าน,Elderly,138846.72922471288
2041,น่าน,Elderly,142606.1948454216
2042,น่าน,Elderly,146365.66046613024
2043,น่าน,Elderly,150125.12608683892
2044,น่าน,Elderly,153884.5917075476
2045,น่าน,Elderly,157644.05732825625
2046,น่าน,Elderly,161403.52294896494
2047,น่าน,Elderly,165162.98856967362
2048,น่าน,Elderly,168922.45419038227
2049,น่าน,Elderly,172681.91981109095
2050,น่าน,Elderly,176441.38543179963
2013,พะเยา,Elderly,44962.69638515234
2014,พะเยา,Elderly,47248.27008903971
2015,พะเยา,Elderly,49992.77383292764
2016,พะเยา,Elderly,52810.9731040057
2017,พะเยา,Elderly,55403.23593131059
2018,พะเยา,Elderly,58975.631030903794
2019,พะเยา,Elderly,62196.592627201506
2020,พะเยา,Elderly,65687.5938117291
2021,พะเยา,Elderly,70371.3065632617
2022,พะเยา,Elderly,74447.20644739809
2023,พะเยา,Elderly,78075.29168882305
2024,พะเยา,Elderly,81880.8729473142
2025,พะเยา,Elderly,85686.45420580535
2026,พะเยา,Elderly,89492.03546429648
2027,พะเยา,Elderly,93297.61672278763
2028,พะเยา,Elderly,97103.19798127878
2029,พะเยา,Elderly,100908.77923976992
2030,พะเยา,Elderly,104714.36049826106
2031,พะเยา,Elderly,108519.9417567522
2032,พะเยา,Elderly,112325.52301524335
2033,พะเยา,Elderly,116131.1042737345
2034,พะเยา,Elderly,119936.68553222565
2035,พะเยา,Elderly,123742.26679071679
2036,พะเยา,Elderly,127547.84804920794
2037,พะเยา,Elderly,131353.4293076991
2038,พะเยา,Elderly,135159.01056619023
2039,พะเยา,Elderly,138964.59182468138
2040,พะเยา,Elderly,142770.17308317253
2041,พะเยา,Elderly,146575.75434166365
2042,พะเยา,Elderly,150381.3356001548
2043,พะเยา,Elderly,154186.91685864594
2044,พะเยา,Elderly,157992.4981171371
2045,พะเยา,Elderly,161798.07937562824
2046,พะเยา,Elderly,165603.66063411938
2047,พะเยา,Elderly,169409.2418926105
2048,พะเยา,Elderly,173214.82315110165
2049,พะเยา,Elderly,177020.4044095928
2050,พะเยา,Elderly,180825.98566808394
2013,เชียงราย,Elderly,105850.79999999999
2014,เชียงราย,Elderly,106511.09742367038
2015,เชียงราย,Elderly,111160.57670668047
2016,เชียงราย,Elderly,118413.64037907365
2017,เชียงราย,Elderly,124040.16251146297
2018,เชียงราย,Elderly,131720.56707117904
2019,เชียงราย,Elderly,140255.6991896473
2020,เชียงราย,Elderly,149075.59774521392
2021,เชียงราย,Elderly,160624.51164834332
2022,เชียงราย,Elderly,171505.6756338643
2023,เชียงราย,Elderly,181163.9504966002
2024,เชียงราย,Elderly,190933.83112873597
2025,เชียงราย,Elderly,200703.71176087172
2026,เชียงราย,Elderly,210473.59239300748
2027,เชียงราย,Elderly,220243.47302514323
2028,เชียงราย,Elderly,230013.353657279
2029,เชียงราย,Elderly,239783.23428941474
2030,เชียงราย,Elderly,249553.1149215505
2031,เชียงราย,Elderly,259322.99555368625
2032,เชียงราย,Elderly,269092.876185822
2033,เชียงราย,Elderly,278862.75681795774
2034,เชียงราย,Elderly,288632.6374500935
2035,เชียงราย,Elderly,298402.5180822293
2036,เชียงราย,Elderly,308172.39871436503
2037,เชียงราย,Elderly,317942.27934650076
2038,เชียงราย,Elderly,327712.15997863654
2039,เชียงราย,Elderly,337482.0406107723
2040,เชียงราย,Elderly,347251.92124290805
2041,เชียงราย,Elderly,357021.8018750438
2042,เชียงราย,Elderly,366791.68250717956
2043,เชียงราย,Elderly,376561.56313931535
2044,เชียงราย,Elderly,386331.4437714511
2045,เชียงราย,Elderly,396101.3244035868
2046,เชียงราย,Elderly,405871.2050357226
2047,เชียงราย,Elderly,415641.08566785837
2048,เชียงราย,Elderly,425410.9662999941
2049,เชียงราย,Elderly,435180.8469321298
2050,เชียงราย,Elderly,444950.7275642656
2013,แม่ฮ่องสอน,Elderly,18181.173520908837
2014,แม่ฮ่องสอน,Elderly,18652.366090253254
2015,แม่ฮ่องสอน,Elderly,19340.903200197547
2016,แม่ฮ่องสอน,Elderly,20032.122866497106
2017,แม่ฮ่องสอน,Elderly,20689.161075040207
2018,แม่ฮ่องสอน,Elderly,21940.775677145833
2019,แม่ฮ่องสอน,Elderly,23109.063119207334
2020,แม่ฮ่องสอน,Elderly,24018.434434965806
2021,แม่ฮ่องสอน,Elderly,24698.143922317082
2022,แม่ฮ่องสอน,Elderly,25333.61356895668
2023,แม่ฮ่องสอน,Elderly,26149.902241648066
2024,แม่ฮ่องสอน,Elderly,26939.73152756347
2025,แม่ฮ่องสอน,Elderly,27729.56081347887
2026,แม่ฮ่องสอน,Elderly,28519.390099394273
2027,แม่ฮ่องสอน,Elderly,29309.219385309676
2028,แม่ฮ่องสอน,Elderly,30099.04867122508
2029,แม่ฮ่องสอน,Elderly,30888.87795714048
2030,แม่ฮ่องสอน,Elderly,31678.707243055884
2031,แม่ฮ่องสอน,Elderly,32468.536528971286
2032,แม่ฮ่องสอน,Elderly,33258.36581488669
2033,แม่ฮ่องสอน,Elderly,34048.19510080209
2034,แม่ฮ่องสอน,Elderly,34838.02438671749
2035,แม่ฮ่องสอน,Elderly,35627.85367263289
2036,แม่ฮ่องสอน,Elderly,36417.68295854829
2037,แม่ฮ่องสอน,Elderly,37207.512244463695
2038,แม่ฮ่องสอน,Elderly,37997.3415303791
2039,แม่ฮ่องสอน,Elderly,38787.1708162945
2040,แม่ฮ่องสอน,Elderly,39577.0001022099
2041,แม่ฮ่องสอน,Elderly,40366.829388125305
2042,แม่ฮ่องสอน,Elderly,41156.65867404071
2043,แม่ฮ่องสอน,Elderly,41946.48795995611
2044,แม่ฮ่องสอน,Elderly,42736.31724587151
2045,แม่ฮ่องสอน,Elderly,43526.146531786915
2046,แม่ฮ่องสอน,Elderly,44315.97581770232
2047,แม่ฮ่องสอน,Elderly,45105.80510361772
2048,แม่ฮ่องสอน,Elderly,45895.63438953312
2049,แม่ฮ่องสอน,Elderly,46685.463675448525
2050,แม่ฮ่องสอน,Elderly,47475.29296136393
2013,นครสวรรค์,Elderly,116334.4325763492
2014,นครสวรรค์,Elderly,118638.40518706922
2015,นครสวรรค์,Elderly,124283.74332898433
2016,นครสวรรค์,Elderly,129756.22455771163
2017,นครสวรรค์,Elderly,134235.04025106426
2018,นครสวรรค์,Elderly,140339.5190674802
2019,นครสวรรค์,Elderly,145856.56777022415
2020,นครสวรรค์,Elderly,152027.2414445913
2021,นครสวรรค์,Elderly,156165.79194591718
2022,นครสวรรค์,Elderly,160565.76058285887
2023,นครสวรรค์,Elderly,165600.5897765099
2024,นครสวรรค์,Elderly,170315.36106801697
2025,นครสวรรค์,Elderly,175030.13235952402
2026,นครสวรรค์,Elderly,179744.90365103105
2027,นครสวรรค์,Elderly,184459.67494253808
2028,นครสวรรค์,Elderly,189174.44623404514
2029,นครสวรรค์,Elderly,193889.2175255522
2030,นครสวรรค์,Elderly,198603.98881705923
2031,นครสวรรค์,Elderly,203318.76010856626
2032,นครสวรรค์,Elderly,208033.53140007332
2033,นครสวรรค์,Elderly,212748.30269158038
2034,นครสวรรค์,Elderly,217463.0739830874
2035,นครสวรรค์,Elderly,222177.84527459444
2036,นครสวรรค์,Elderly,226892.6165661015
2037,นครสวรรค์,Elderly,231607.38785760856
2038,นครสวรรค์,Elderly,236322.15914911559
2039,นครสวรรค์,Elderly,241036.93044062261
2040,นครสวรรค์,Elderly,245751.70173212967
